userId,moviename1,moviename2,moviename3,moviename4,moviename5,moviename6,moviename7,moviename8,moviename9,moviename10,moviename11,moviename12,moviename13,moviename14,moviename15,moviename16,moviename17,moviename18,moviename19,moviename20
47,Pulp Fiction (1994),"Matrix, The (1999)",Schindler's List (1993),Braveheart (1995),Star Wars: Episode IV - A New Hope (1977),Jurassic Park (1993),"Usual Suspects, The (1995)",Terminator 2: Judgment Day (1991),American Beauty (1999),"Lord of the Rings: The Fellowship of the Ring, The (2001)","Lord of the Rings: The Return of the King, The (2003)",Star Wars: Episode V - The Empire Strikes Back (1980),Toy Story (1995),"Godfather, The (1972)","Lord of the Rings: The Two Towers, The (2002)","Fugitive, The (1993)",Star Wars: Episode VI - Return of the Jedi (1983),Shrek (2001),"Lion King, The (1994)",Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
48,Star Wars: Episode IV - A New Hope (1977),Forrest Gump (1994),"Shawshank Redemption, The (1994)",Star Wars: Episode V - The Empire Strikes Back (1980),Pulp Fiction (1994),Star Wars: Episode VI - Return of the Jedi (1983),Terminator 2: Judgment Day (1991),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Fight Club (1999),"Silence of the Lambs, The (1991)",Saving Private Ryan (1998),"Lord of the Rings: The Fellowship of the Ring, The (2001)",Jurassic Park (1993),Braveheart (1995),"Lord of the Rings: The Two Towers, The (2002)","Lord of the Rings: The Return of the King, The (2003)",Toy Story (1995),"Sixth Sense, The (1999)",American Beauty (1999),Back to the Future (1985)
49,Pulp Fiction (1994),"Silence of the Lambs, The (1991)",Fight Club (1999),Star Wars: Episode IV - A New Hope (1977),Terminator 2: Judgment Day (1991),Star Wars: Episode V - The Empire Strikes Back (1980),"Lord of the Rings: The Fellowship of the Ring, The (2001)","Lord of the Rings: The Return of the King, The (2003)",Jurassic Park (1993),"Usual Suspects, The (1995)","Lord of the Rings: The Two Towers, The (2002)",Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Star Wars: Episode VI - Return of the Jedi (1983),"Godfather, The (1972)",Seven (a.k.a. Se7en) (1995),American Beauty (1999),Apollo 13 (1995),"Dark Knight, The (2008)","Sixth Sense, The (1999)",Toy Story (1995)
50,Star Wars: Episode IV - A New Hope (1977),Star Wars: Episode V - The Empire Strikes Back (1980),"Lord of the Rings: The Fellowship of the Ring, The (2001)","Lord of the Rings: The Return of the King, The (2003)",American Beauty (1999),Schindler's List (1993),"Usual Suspects, The (1995)","Lord of the Rings: The Two Towers, The (2002)",Star Wars: Episode VI - Return of the Jedi (1983),Saving Private Ryan (1998),Seven (a.k.a. Se7en) (1995),Terminator 2: Judgment Day (1991),Braveheart (1995),"Sixth Sense, The (1999)",Jurassic Park (1993),Back to the Future (1985),Gladiator (2000),One Flew Over the Cuckoo's Nest (1975),Reservoir Dogs (1992),Eternal Sunshine of the Spotless Mind (2004)
51,Forrest Gump (1994),Pulp Fiction (1994),"Shawshank Redemption, The (1994)","Matrix, The (1999)",Star Wars: Episode VI - Return of the Jedi (1983),Jurassic Park (1993),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Fight Club (1999),Braveheart (1995),American Beauty (1999),"Usual Suspects, The (1995)",Saving Private Ryan (1998),Seven (a.k.a. Se7en) (1995),Toy Story (1995),Fargo (1996),Back to the Future (1985),"Lord of the Rings: The Fellowship of the Ring, The (2001)","Fugitive, The (1993)",Twelve Monkeys (a.k.a. 12 Monkeys) (1995),"Princess Bride, The (1987)"
52,Pulp Fiction (1994),"Lord of the Rings: The Fellowship of the Ring, The (2001)","Silence of the Lambs, The (1991)","Lord of the Rings: The Two Towers, The (2002)",Gladiator (2000),Saving Private Ryan (1998),"Usual Suspects, The (1995)",Schindler's List (1993),"Godfather, The (1972)",Braveheart (1995),Memento (2000),American Beauty (1999),Terminator 2: Judgment Day (1991),Seven (a.k.a. Se7en) (1995),Shrek (2001),Pirates of the Caribbean: The Curse of the Black Pearl (2003),Toy Story (1995),"Sixth Sense, The (1999)",Finding Nemo (2003),Jurassic Park (1993)
53,Forrest Gump (1994),"Shawshank Redemption, The (1994)","Silence of the Lambs, The (1991)","Usual Suspects, The (1995)",Pulp Fiction (1994),Schindler's List (1993),Star Wars: Episode IV - A New Hope (1977),Star Wars: Episode V - The Empire Strikes Back (1980),Fargo (1996),Jurassic Park (1993),"Princess Bride, The (1987)","Fugitive, The (1993)",Apollo 13 (1995),Dances with Wolves (1990),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Batman (1989),Toy Story (1995),American Beauty (1999),Star Wars: Episode VI - Return of the Jedi (1983),Braveheart (1995)
54,Schindler's List (1993),True Lies (1994),"Lion King, The (1994)","Matrix, The (1999)",Die Hard: With a Vengeance (1995),Star Wars: Episode IV - A New Hope (1977),Clear and Present Danger (1994),Independence Day (a.k.a. ID4) (1996),Ace Ventura: Pet Detective (1994),Stargate (1994),"Mask, The (1994)",Batman Forever (1995),Star Wars: Episode V - The Empire Strikes Back (1980),Babe (1995),Fight Club (1999),Fargo (1996),Outbreak (1995),GoldenEye (1995),Mission: Impossible (1996),Star Wars: Episode VI - Return of the Jedi (1983)
55,"Matrix, The (1999)",Fight Club (1999),Pulp Fiction (1994),"Shawshank Redemption, The (1994)",Forrest Gump (1994),Star Wars: Episode IV - A New Hope (1977),Star Wars: Episode V - The Empire Strikes Back (1980),"Godfather, The (1972)",American Beauty (1999),"Usual Suspects, The (1995)",Gladiator (2000),Star Wars: Episode VI - Return of the Jedi (1983),Saving Private Ryan (1998),"Silence of the Lambs, The (1991)","Lord of the Rings: The Fellowship of the Ring, The (2001)","Lord of the Rings: The Return of the King, The (2003)","Lord of the Rings: The Two Towers, The (2002)",Memento (2000),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Seven (a.k.a. Se7en) (1995)
56,Apollo 13 (1995),Dances with Wolves (1990),Aladdin (1992),Speed (1994),Schindler's List (1993),"Usual Suspects, The (1995)",Toy Story (1995),Beauty and the Beast (1991),Twelve Monkeys (a.k.a. 12 Monkeys) (1995),"Matrix, The (1999)",Independence Day (a.k.a. ID4) (1996),Star Wars: Episode IV - A New Hope (1977),Mrs. Doubtfire (1993),Babe (1995),Mission: Impossible (1996),Pretty Woman (1990),Star Wars: Episode V - The Empire Strikes Back (1980),While You Were Sleeping (1995),Ghost (1990),Star Wars: Episode VI - Return of the Jedi (1983)
57,"Shawshank Redemption, The (1994)",Seven (a.k.a. Se7en) (1995),Fight Club (1999),Alien (1979),"Lord of the Rings: The Fellowship of the Ring, The (2001)",Reservoir Dogs (1992),"Lord of the Rings: The Return of the King, The (2003)","Lord of the Rings: The Two Towers, The (2002)",Goodfellas (1990),Memento (2000),Shrek (2001),E.T. the Extra-Terrestrial (1982),Babe (1995),L¨¦on: The Professional (a.k.a. The Professional) (L¨¦on) (1994),Die Hard: With a Vengeance (1995),X-Men (2000),Willy Wonka & the Chocolate Factory (1971),American History X (1998),"Shining, The (1980)",Ace Ventura: Pet Detective (1994)
58,"Silence of the Lambs, The (1991)",Toy Story (1995),Stargate (1994),Star Wars: Episode IV - A New Hope (1977),Babe (1995),"Matrix, The (1999)",GoldenEye (1995),Star Trek: Generations (1994),Cliffhanger (1993),Fargo (1996),Star Wars: Episode V - The Empire Strikes Back (1980),Star Wars: Episode VI - Return of the Jedi (1983),Fight Club (1999),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Saving Private Ryan (1998),"Godfather, The (1972)",Jumanji (1995),American Beauty (1999),Back to the Future (1985),Heat (1995)
59,Pulp Fiction (1994),"Shawshank Redemption, The (1994)",Forrest Gump (1994),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),"Usual Suspects, The (1995)",American Beauty (1999),Fight Club (1999),Seven (a.k.a. Se7en) (1995),"Fugitive, The (1993)",Toy Story (1995),"Sixth Sense, The (1999)",Back to the Future (1985),Alien (1979),Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Apollo 13 (1995),Reservoir Dogs (1992),"Lord of the Rings: The Fellowship of the Ring, The (2001)","Princess Bride, The (1987)",Goodfellas (1990),Indiana Jones and the Last Crusade (1989)
60,Pulp Fiction (1994),Forrest Gump (1994),"Silence of the Lambs, The (1991)","Matrix, The (1999)",Fight Club (1999),Star Wars: Episode IV - A New Hope (1977),Braveheart (1995),Star Wars: Episode V - The Empire Strikes Back (1980),Seven (a.k.a. Se7en) (1995),American Beauty (1999),Saving Private Ryan (1998),Terminator 2: Judgment Day (1991),Jurassic Park (1993),Fargo (1996),"Lord of the Rings: The Fellowship of the Ring, The (2001)","Lord of the Rings: The Return of the King, The (2003)",Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Toy Story (1995),Apollo 13 (1995),"Lord of the Rings: The Two Towers, The (2002)"
61,Pulp Fiction (1994),Forrest Gump (1994),"Matrix, The (1999)",Fight Club (1999),Star Wars: Episode IV - A New Hope (1977),Schindler's List (1993),Seven (a.k.a. Se7en) (1995),Star Wars: Episode V - The Empire Strikes Back (1980),Braveheart (1995),"Godfather, The (1972)",American Beauty (1999),Terminator 2: Judgment Day (1991),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Saving Private Ryan (1998),Fargo (1996),Star Wars: Episode VI - Return of the Jedi (1983),Jurassic Park (1993),"Sixth Sense, The (1999)",Toy Story (1995),American History X (1998)
62,"Usual Suspects, The (1995)",American Beauty (1999),Memento (2000),Terminator 2: Judgment Day (1991),Finding Nemo (2003),Toy Story (1995),Jurassic Park (1993),Fargo (1996),"Monsters, Inc. (2001)","Lion King, The (1994)",Die Hard (1988),"Bourne Identity, The (2002)",Monty Python and the Holy Grail (1975),Independence Day (a.k.a. ID4) (1996),Alien (1979),Goodfellas (1990),"Princess Bride, The (1987)",Apollo 13 (1995),Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Aladdin (1992)
63,"Silence of the Lambs, The (1991)","Sixth Sense, The (1999)","Fugitive, The (1993)",Finding Nemo (2003),"Princess Bride, The (1987)","Incredibles, The (2004)","Terminator, The (1984)","Amelie (Fabuleux destin d'Am¨¦lie Poulain, Le) (2001)",Blade Runner (1982),True Lies (1994),"Clockwork Orange, A (1971)",Dances with Wolves (1990),"Green Mile, The (1999)",V for Vendetta (2006),"Shining, The (1980)",Titanic (1997),Star Wars: Episode I - The Phantom Menace (1999),Iron Man (2008),Office Space (1999),Inglourious Basterds (2009)
64,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),"Fugitive, The (1993)",Back to the Future (1985),Apollo 13 (1995),Gladiator (2000),Indiana Jones and the Last Crusade (1989),Batman (1989),True Lies (1994),"Dark Knight, The (2008)",Mission: Impossible (1996),Blade Runner (1982),"Clockwork Orange, A (1971)",Aliens (1986),"Beautiful Mind, A (2001)",Ghostbusters (a.k.a. Ghost Busters) (1984),Ocean's Eleven (2001),Catch Me If You Can (2002),Spider-Man (2002),Inception (2010),"Departed, The (2006)"
65,"Matrix, The (1999)",Forrest Gump (1994),Pulp Fiction (1994),"Silence of the Lambs, The (1991)","Lord of the Rings: The Two Towers, The (2002)",Star Wars: Episode IV - A New Hope (1977),"Usual Suspects, The (1995)",Star Wars: Episode V - The Empire Strikes Back (1980),"Godfather, The (1972)",American Beauty (1999),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Braveheart (1995),Gladiator (2000),Seven (a.k.a. Se7en) (1995),"Sixth Sense, The (1999)",Star Wars: Episode VI - Return of the Jedi (1983),Shrek (2001),Pirates of the Caribbean: The Curse of the Black Pearl (2003),Good Will Hunting (1997),Terminator 2: Judgment Day (1991)
66,Schindler's List (1993),"Godfather, The (1972)",Apollo 13 (1995),Indiana Jones and the Last Crusade (1989),Aladdin (1992),Men in Black (a.k.a. MIB) (1997),"Lion King, The (1994)","Godfather: Part II, The (1974)",American History X (1998),Speed (1994),One Flew Over the Cuckoo's Nest (1975),"Dark Knight, The (2008)",Mission: Impossible (1996),X-Men (2000),Apocalypse Now (1979),"Amelie (Fabuleux destin d'Am¨¦lie Poulain, Le) (2001)",E.T. the Extra-Terrestrial (1982),"Green Mile, The (1999)",Inception (2010),"Beautiful Mind, A (2001)"
67,"Silence of the Lambs, The (1991)",Star Wars: Episode IV - A New Hope (1977),Star Wars: Episode V - The Empire Strikes Back (1980),Braveheart (1995),Schindler's List (1993),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),"Usual Suspects, The (1995)",Star Wars: Episode VI - Return of the Jedi (1983),Seven (a.k.a. Se7en) (1995),"Godfather, The (1972)",Jurassic Park (1993),"Sixth Sense, The (1999)","Dark Knight, The (2008)",Gladiator (2000),Memento (2000),Toy Story (1995),Fargo (1996),Apollo 13 (1995),Good Will Hunting (1997),"Fugitive, The (1993)"
68,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Trainspotting (1996),"Rock, The (1996)",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Dead Poets Society (1989),Monty Python's Life of Brian (1979),Stand by Me (1986),Taxi Driver (1976),Big Fish (2003),Rear Window (1954),Clear and Present Danger (1994),Chicken Run (2000),Star Trek: First Contact (1996),"Graduate, The (1967)",City of God (Cidade de Deus) (2002),Interstellar (2014),Star Trek: Generations (1994),Amadeus (1984),Crimson Tide (1995),"Fish Called Wanda, A (1988)"
69,Braveheart (1995),Fight Club (1999),Schindler's List (1993),Jurassic Park (1993),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),"Godfather, The (1972)",Saving Private Ryan (1998),Seven (a.k.a. Se7en) (1995),American Beauty (1999),"Lord of the Rings: The Fellowship of the Ring, The (2001)","Lord of the Rings: The Return of the King, The (2003)",Fargo (1996),Toy Story (1995),Apollo 13 (1995),"Lord of the Rings: The Two Towers, The (2002)","Fugitive, The (1993)",Back to the Future (1985),Gladiator (2000),Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Independence Day (a.k.a. ID4) (1996)
70,Pulp Fiction (1994),"Silence of the Lambs, The (1991)","Matrix, The (1999)",Star Wars: Episode IV - A New Hope (1977),Fight Club (1999),"Usual Suspects, The (1995)",Star Wars: Episode V - The Empire Strikes Back (1980),Braveheart (1995),Jurassic Park (1993),Saving Private Ryan (1998),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Terminator 2: Judgment Day (1991),Fargo (1996),Seven (a.k.a. Se7en) (1995),Toy Story (1995),"Sixth Sense, The (1999)","Lord of the Rings: The Fellowship of the Ring, The (2001)","Lord of the Rings: The Return of the King, The (2003)","Lord of the Rings: The Two Towers, The (2002)","Fugitive, The (1993)"
71,Forrest Gump (1994),"Shawshank Redemption, The (1994)",Pulp Fiction (1994),Jurassic Park (1993),Braveheart (1995),"Silence of the Lambs, The (1991)",Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Star Wars: Episode V - The Empire Strikes Back (1980),"Matrix, The (1999)","Fugitive, The (1993)",Apollo 13 (1995),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),True Lies (1994),Seven (a.k.a. Se7en) (1995),Speed (1994),Batman (1989),Schindler's List (1993),Aladdin (1992),"Usual Suspects, The (1995)",Back to the Future (1985)
72,Jurassic Park (1993),Fight Club (1999),Saving Private Ryan (1998),Toy Story (1995),Fargo (1996),"Lord of the Rings: The Fellowship of the Ring, The (2001)",Batman (1989),True Lies (1994),"Lord of the Rings: The Return of the King, The (2003)",Aladdin (1992),"Sixth Sense, The (1999)","Lord of the Rings: The Two Towers, The (2002)","Lion King, The (1994)",Gladiator (2000),Memento (2000),Indiana Jones and the Last Crusade (1989),Die Hard (1988),Shrek (2001),Goodfellas (1990),"Princess Bride, The (1987)"
73,"Matrix, The (1999)","Shawshank Redemption, The (1994)",Forrest Gump (1994),Fight Club (1999),"Lord of the Rings: The Return of the King, The (2003)","Lord of the Rings: The Fellowship of the Ring, The (2001)",Pulp Fiction (1994),"Lord of the Rings: The Two Towers, The (2002)",Star Wars: Episode V - The Empire Strikes Back (1980),"Silence of the Lambs, The (1991)",Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Gladiator (2000),Star Wars: Episode VI - Return of the Jedi (1983),"Godfather, The (1972)",Batman Begins (2005),"Sixth Sense, The (1999)","Usual Suspects, The (1995)",Eternal Sunshine of the Spotless Mind (2004),Back to the Future (1985),Seven (a.k.a. Se7en) (1995)
74,"Shawshank Redemption, The (1994)",Fight Club (1999),"Matrix, The (1999)","Silence of the Lambs, The (1991)",Forrest Gump (1994),"Usual Suspects, The (1995)",Schindler's List (1993),Star Wars: Episode IV - A New Hope (1977),Seven (a.k.a. Se7en) (1995),Star Wars: Episode V - The Empire Strikes Back (1980),Reservoir Dogs (1992),"Lord of the Rings: The Fellowship of the Ring, The (2001)",Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),"Sixth Sense, The (1999)",Saving Private Ryan (1998),Goodfellas (1990),"Lord of the Rings: The Two Towers, The (2002)","Lord of the Rings: The Return of the King, The (2003)",Eternal Sunshine of the Spotless Mind (2004),American History X (1998)
75,"Shawshank Redemption, The (1994)",Forrest Gump (1994),Pulp Fiction (1994),"Silence of the Lambs, The (1991)",Star Wars: Episode VI - Return of the Jedi (1983),Fight Club (1999),Braveheart (1995),Saving Private Ryan (1998),Jurassic Park (1993),"Godfather, The (1972)",Schindler's List (1993),American Beauty (1999),Back to the Future (1985),"Usual Suspects, The (1995)",Toy Story (1995),"Sixth Sense, The (1999)",Gladiator (2000),Fargo (1996),Memento (2000),"Princess Bride, The (1987)"
76,"Usual Suspects, The (1995)","Lord of the Rings: The Fellowship of the Ring, The (2001)",Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Schindler's List (1993),Braveheart (1995),Saving Private Ryan (1998),Star Wars: Episode VI - Return of the Jedi (1983),Gladiator (2000),American History X (1998),Back to the Future (1985),Shrek (2001),One Flew Over the Cuckoo's Nest (1975),Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Eternal Sunshine of the Spotless Mind (2004),Indiana Jones and the Last Crusade (1989),Good Will Hunting (1997),"Princess Bride, The (1987)",Apollo 13 (1995),"Fugitive, The (1993)",L¨¦on: The Professional (a.k.a. The Professional) (L¨¦on) (1994)
